Symbol,Volatility,Z_Score
RELIANCE.NS,0.0012974678982712548,1.6659018831359478
ICICIBANK.NS,0.000914349549681758,0.19458601047569574
INFY.NS,0.0007278256139681041,-0.5217347511295162
TCS.NS,0.0007144719611850157,-0.5730177068273741
HDFCBANK.NS,0.0006642898763015252,-0.7657354356547524
